Year,Month,MaxTemp
1956,6,13.253333333333334
1956,7,13.390322580645162
1956,8,13.683870967741935
1956,9,15.996666666666666
1956,10,16.53548387096774
1956,11,17.92
1956,12,22.07741935483871
1957,1,24.74516129032258
1957,2,24.803571428571427
1957,3,22.38064516129032
1957,4,20.423333333333336
1957,5,16.725806451612904
1957,6,17.30666666666667
1957,7,12.970967741935485
1957,8,14.351612903225806
1957,9,16.253333333333334
1957,10,17.529032258064515
1957,11,20.873333333333335
1957,12,22.983870967741936
1958,1,22.52258064516129
1958,2,24.325
1958,3,22.364516129032257
1958,4,21.0
1958,5,17.154838709677417
1958,6,13.336666666666668
1958,7,12.619354838709677
1958,8,13.793548387096775
1958,9,15.406666666666666
1958,10,17.041935483870965
1958,11,21.363333333333333
1958,12,20.448387096774194
1959,1,28.63225806451613
1959,2,24.067857142857143
1959,3,22.164516129032258
1959,4,21.716666666666665
1959,5,16.94516129032258
1959,6,14.293333333333333
1959,7,13.435483870967742
1959,8,15.345161290322581
1959,9,15.963333333333333
1959,10,18.299999999999997
1959,11,22.876666666666665
1959,12,22.73548387096774
1960,1,27.93548387096774
1960,2,23.613793103448273
1960,3,24.364516129032257
1960,4,19.526666666666664
1960,5,14.899999999999999
1960,6,13.076666666666666
1960,7,13.148387096774194
1960,8,13.158064516129032
1960,9,15.85
1960,10,19.187096774193545
1960,11,18.613333333333333
1960,12,25.616129032258065
1961,1,28.55483870967742
1961,2,25.782142857142855
1961,3,23.490322580645163
1961,4,21.48
1961,5,17.05806451612903
1961,6,14.826666666666666
1961,7,13.629032258064516
1961,8,14.974193548387097
1961,9,18.15
1961,10,21.86774193548387
1961,11,22.616666666666667
1961,12,25.416129032258063
1962,1,26.29032258064516
1962,2,23.914285714285715
1962,3,25.0258064516129
1962,4,21.32333333333333
1962,5,15.906451612903227
1962,6,15.553333333333335
1962,7,14.47741935483871
1962,8,14.183870967741935
1962,9,16.446666666666665
1962,10,16.970967741935485
1962,11,21.543333333333333
1962,12,23.293548387096774
1963,1,25.62258064516129
1963,2,23.232142857142858
1963,3,23.274193548387096
1963,4,19.85666666666667
1963,5,15.570967741935483
1963,6,14.233333333333333
1963,7,12.548387096774194
1963,8,14.935483870967742
1963,9,16.586666666666666
1963,10,20.62258064516129
1963,11,20.813333333333333
1963,12,23.664516129032258
1964,1,25.322580645161292
1964,2,23.158620689655173
1964,3,23.416129032258063
1964,4,19.64333333333333
1964,5,16.990322580645163
1964,6,14.49
1964,7,13.270967741935483
1964,8,14.829032258064515
1964,9,16.603333333333335
1964,10,17.177419354838708
1964,11,20.65666666666667
1964,12,20.048387096774192
1965,1,23.883870967741935
1965,2,25.55
1965,3,23.799999999999997
1965,4,18.28666666666667
1965,5,17.241935483870968
1965,6,14.406666666666666
1965,7,13.13225806451613
1965,8,15.40967741935484
1965,9,18.073333333333334
1965,10,20.796774193548387
1965,11,20.41
1965,12,24.532258064516128
1966,1,25.925806451612903
1966,2,22.99642857142857
1966,3,23.69677419354839
1966,4,20.19
1966,5,16.76451612903226
1966,6,13.44
1966,7,12.83548387096774
1966,8,14.535483870967743
1966,9,16.563333333333333
1966,10,17.951612903225808
1966,11,21.813333333333333
1966,12,22.451612903225808
1967,1,23.348387096774193
1967,2,26.49642857142857
1967,3,23.629032258064516
1967,4,21.56
1967,5,17.97741935483871
1967,6,14.76
1967,7,13.87741935483871
1967,8,13.951612903225806
1967,9,16.55333333333333
1967,10,20.451612903225808
1967,11,21.736666666666668
1967,12,21.683870967741935
1968,1,27.532258064516128
1968,2,27.92413793103448
1968,3,25.093548387096774
1968,4,22.736666666666668
1968,5,15.348387096774195
1968,6,13.143333333333334
1968,7,12.82258064516129
1968,8,14.470967741935485
1968,9,16.156666666666666
1968,10,18.322580645161292
1968,11,20.62
1968,12,22.238709677419354
1969,1,27.306451612903224
1969,2,25.349999999999998
1969,3,22.648387096774194
1969,4,20.616666666666667
1969,5,16.10322580645161
1969,6,13.746666666666666
1969,7,15.209677419354838
1969,8,15.451612903225806
1969,9,13.766666666666667
1969,10,18.351612903225806
1969,11,20.086666666666666
1969,12,22.296774193548387
1970,1,23.996774193548386
1970,2,24.45357142857143
1970,3,22.541935483870965
1970,4,21.113333333333333
1970,5,15.629032258064516
1970,6,14.520000000000001
1970,7,14.16451612903226
1970,8,14.04516129032258
1970,9,15.12
1970,10,18.567741935483873
1970,11,21.04137931034483
1970,12,23.403225806451612
1971,1,25.561290322580643
1971,2,27.47142857142857
1971,3,25.267741935483873
1971,4,21.90666666666667
1971,5,16.55806451612903
1971,6,14.003333333333334
1971,7,13.787096774193548
1971,8,14.280645161290321
1971,9,16.293333333333333
1971,10,17.86774193548387
1971,11,18.583333333333332
1971,12,23.561290322580643
1972,1,24.44193548387097
1972,2,26.410344827586208
1972,3,22.883870967741935
1972,4,20.546666666666667
1972,5,18.383870967741935
1972,6,14.103333333333332
1972,7,14.077419354838709
1972,8,15.432258064516128
1972,9,19.076666666666664
1972,10,19.154838709677417
1972,11,19.763333333333332
1972,12,24.570967741935487
1973,1,26.406451612903226
1973,2,25.339285714285715
1973,3,21.048387096774192
1973,4,20.936666666666667
1973,5,16.799999999999997
1973,6,13.556666666666667
1973,7,13.332258064516129
1973,8,14.251612903225807
1973,9,17.68
1973,10,19.6
1973,11,19.03666666666667
1973,12,24.25483870967742
1974,1,27.990322580645163
1974,2,24.853571428571428
1974,3,25.57741935483871
1974,4,19.07
1974,5,17.91290322580645
1974,6,14.376666666666667
1974,7,13.896774193548387
1974,8,14.26774193548387
1974,9,15.296666666666665
1974,10,17.648387096774194
1974,11,18.966666666666665
1974,12,22.18064516129032
1975,1,23.396774193548385
1975,2,25.835714285714285
1975,3,22.370967741935484
1975,4,19.09
1975,5,18.219354838709677
1975,6,13.916666666666666
1975,7,15.541935483870969
1975,8,13.69032258064516
1975,9,17.35
1975,10,18.006451612903227
1975,11,21.566666666666666
1975,12,23.26451612903226
1976,1,24.44193548387097
1976,2,26.2551724137931
1976,3,23.519354838709678
1976,4,20.25
1976,5,16.851612903225806
1976,6,14.17
1976,7,14.161290322580646
1976,8,14.596774193548388
1976,9,15.863333333333333
1976,10,16.24516129032258
1976,11,20.413333333333334
1976,12,24.148387096774194
1977,1,24.70967741935484
1977,2,25.271428571428572
1977,3,22.980645161290322
1977,4,18.456666666666667
1977,5,16.54516129032258
1977,6,13.16
1977,7,12.787096774193548
1977,8,16.419354838709676
1977,9,14.843333333333334
1977,10,20.361290322580647
1977,11,20.606666666666666
1977,12,22.793548387096774
1978,1,23.493548387096773
1978,2,24.092857142857145
1978,3,22.0
1978,4,19.403333333333332
1978,5,18.574193548387097
1978,6,13.983333333333333
1978,7,13.396774193548387
1978,8,13.52258064516129
1978,9,16.596666666666668
1978,10,19.41290322580645
1978,11,20.89
1978,12,20.94193548387097
1979,1,27.335483870967742
1979,2,25.425
1979,3,24.703225806451613
1979,4,18.976666666666667
1979,5,16.648387096774194
1979,6,15.496666666666666
1979,7,13.974193548387097
1979,8,14.341935483870968
1979,9,16.41
1979,10,18.903225806451612
1979,11,21.313333333333333
1979,12,25.25161290322581
1980,1,23.906451612903226
1980,2,23.875862068965517
1980,3,22.23225806451613
1980,4,21.75
1980,5,18.60967741935484
1980,6,13.653333333333334
1980,7,13.838709677419354
1980,8,16.274193548387096
1980,9,18.866666666666667
1980,10,19.980645161290322
1980,11,22.053333333333335
1980,12,25.835483870967742
1981,1,29.05806451612903
1981,2,27.11785714285714
1981,3,22.61935483870968
1981,4,22.259999999999998
1981,5,17.23225806451613
1981,6,14.020000000000001
1981,7,13.85483870967742
1981,8,14.470967741935485
1981,9,18.323333333333334
1981,10,19.700000000000003
1981,11,20.836666666666666
1981,12,22.635483870967743
1982,1,26.87741935483871
1982,2,25.210714285714285
1982,3,24.91290322580645
1982,4,21.053333333333335
1982,5,17.24516129032258
1982,6,13.373333333333333
1982,7,13.02258064516129
1982,8,17.77741935483871
1982,9,16.616666666666667
1982,10,18.848387096774193
1982,11,24.596666666666668
1982,12,22.87741935483871
1983,1,23.758064516129032
1983,2,27.928571428571427
1983,3,23.77741935483871
1983,4,18.603333333333335
1983,5,17.206451612903226
1983,6,13.636666666666667
1983,7,13.219354838709679
1983,8,15.283870967741937
1983,9,16.293333333333333
1983,10,17.16774193548387
1983,11,20.033333333333335
1983,12,23.35483870967742
1984,1,23.283870967741933
1984,2,25.196551724137933
1984,3,21.748387096774195
1984,4,19.633333333333333
1984,5,18.32903225806452
1984,6,14.856666666666666
1984,7,12.948387096774193
1984,8,15.241935483870968
1984,9,15.153333333333334
1984,10,19.364516129032257
1984,11,21.96333333333333
1984,12,22.5258064516129
1985,1,23.200000000000003
1985,2,23.885714285714283
1985,3,25.64516129032258
1985,4,22.36
1985,5,18.09032258064516
1985,6,13.97
1985,7,13.45483870967742
1985,8,14.661290322580646
1985,9,15.593333333333334
1985,10,19.664516129032258
1985,11,20.85
1985,12,22.690322580645162
1986,1,22.38064516129032
1986,2,25.192857142857143
1986,3,24.690322580645162
1986,4,19.90666666666667
1986,5,16.761290322580646
1986,6,13.503333333333334
1986,7,13.274193548387096
1986,8,15.419354838709678
1986,9,16.246666666666666
1986,10,17.4741935483871
1986,11,20.029999999999998
1986,12,21.48709677419355
1987,1,23.835483870967742
1987,2,25.103571428571428
1987,3,20.88064516129032
1987,4,21.163333333333334
1987,5,17.13225806451613
1987,6,14.876666666666667
1987,7,13.912903225806453
1987,8,14.774193548387096
1987,9,18.053333333333335
1987,10,18.616129032258065
1987,11,21.623333333333335
1987,12,21.729032258064517
1988,1,27.751612903225805
1988,2,23.582758620689653
1988,3,24.53548387096774
1988,4,21.77
1988,5,18.335483870967742
1988,6,15.133333333333333
1988,7,14.858064516129033
1988,8,15.561290322580644
1988,9,18.290000000000003
1988,10,20.296774193548387
1988,11,20.85666666666667
1988,12,23.761290322580646
1989,1,25.203225806451613
1989,2,26.142857142857142
1989,3,23.96451612903226
1989,4,21.33
1989,5,18.080645161290324
1989,6,13.946666666666667
1989,7,13.529032258064515
1989,8,13.67741935483871
1989,9,16.746666666666666
1989,10,18.65806451612903
1989,11,21.336666666666666
1989,12,23.748387096774195
1990,1,25.364516129032257
1990,2,24.589285714285715
1990,3,24.248387096774195
1990,4,20.633333333333333
1990,5,17.593548387096774
1990,6,14.586666666666668
1990,7,14.83548387096774
1990,8,14.14516129032258
1990,9,17.13
1990,10,20.067741935483873
1990,11,22.12
1990,12,25.18064516129032
1991,1,25.516129032258064
1991,2,24.885714285714283
1991,3,23.403225806451612
1991,4,20.19
1991,5,17.016129032258064
1991,6,15.706666666666667
1991,7,14.248387096774193
1991,8,14.938709677419354
1991,9,16.59
1991,10,20.825806451612905
1991,11,21.4
1991,12,22.190322580645162
1992,1,21.6
1992,2,23.227586206896554
1992,3,23.55483870967742
1992,4,21.066666666666666
1992,5,17.364516129032257
1992,6,14.376666666666667
1992,7,14.48709677419355
1992,8,14.09032258064516
1992,9,14.166666666666666
1992,10,18.635483870967743
1992,11,19.7
1992,12,23.20967741935484
1993,1,26.361290322580647
1993,2,25.47142857142857
1993,3,22.26774193548387
1993,4,22.81
1993,5,17.748387096774195
1993,6,13.933333333333334
1993,7,14.906451612903227
1993,8,17.161290322580644
1993,9,16.653333333333332
1993,10,18.312903225806455
1993,11,19.413333333333334
1993,12,21.770967741935483
1994,1,23.92258064516129
1994,2,24.52857142857143
1994,3,21.874193548387098
1994,4,20.616666666666667
1994,5,17.041935483870965
1994,6,14.803333333333335
1994,7,15.3
1994,8,14.416129032258064
1994,9,15.35
1994,10,19.761290322580646
1994,11,19.996666666666666
1994,12,25.799999999999997
1995,1,25.67096774193548
1995,2,25.396428571428572
1995,3,21.596774193548388
1995,4,17.623333333333335
1995,5,16.39032258064516
1995,6,13.776666666666667
1995,7,12.858064516129033
1995,8,16.712903225806453
1995,9,16.243333333333332
1995,10,17.851612903225806
1995,11,20.92
1995,12,19.29032258064516
1996,1,24.125806451612902
1996,2,22.879310344827587
1996,3,23.19677419354839
1996,4,17.883333333333333
1996,5,16.958064516129035
1996,6,15.05
1996,7,13.603225806451613
1996,8,14.948387096774193
1996,9,16.613333333333333
1996,10,19.238709677419354
1996,11,20.283333333333335
1996,12,20.996774193548386
1997,1,26.9
1997,2,28.939285714285717
1997,3,21.76774193548387
1997,4,20.759999999999998
1997,5,16.70967741935484
1997,6,14.886666666666667
1997,7,13.751612903225807
1997,8,14.564516129032258
1997,9,16.67
1997,10,19.82903225806452
1997,11,22.416666666666668
1997,12,23.419354838709676
1998,1,26.135483870967743
1998,2,26.714285714285715
1998,3,23.92258064516129
1998,4,19.006666666666668
1998,5,17.02258064516129
1998,6,14.46
1998,7,13.525806451612903
1998,8,16.061290322580643
1998,9,18.490000000000002
1998,10,18.635483870967743
1998,11,20.459999999999997
1998,12,24.135483870967743
1999,1,26.532258064516128
1999,2,27.264285714285712
1999,3,22.706451612903226
1999,4,19.09
1999,5,18.532258064516128
1999,6,15.176666666666668
1999,7,15.158064516129032
1999,8,15.8
1999,9,18.62
1999,10,20.18064516129032
1999,11,21.483333333333334
1999,12,22.87741935483871
2000,1,24.46451612903226
2000,2,28.76206896551724
2000,3,25.13225806451613
2000,4,21.459999999999997
2000,5,16.64516129032258
2000,6,14.376666666666667
2000,7,14.412903225806453
2000,8,15.329032258064515
2000,9,17.723333333333336
2000,10,17.983870967741936
2000,11,22.56
2000,12,24.92258064516129
2001,1,28.048387096774192
2001,2,27.817857142857143
2001,3,23.12258064516129
2001,4,19.8
2001,5,16.72258064516129
2001,6,15.536666666666667
2001,7,14.403225806451612
2001,8,14.916129032258064
2001,9,18.773333333333333
2001,10,18.35483870967742
2001,11,19.663333333333334
2001,12,20.1
2002,1,23.98709677419355
2002,2,24.125
2002,3,23.116129032258065
2002,4,21.64
2002,5,18.703225806451613
