Lon,Lat,lon1,lon2,lat1,lat2,StressLevel
145.64999999999975,-36.249999999999964,145.59999999999974,145.69999999999973,-36.29999999999996,-36.19999999999996,1
145.64999999999975,-36.14999999999996,145.59999999999974,145.69999999999973,-36.19999999999996,-36.09999999999996,3
145.64999999999975,-36.04999999999996,145.59999999999974,145.69999999999973,-36.09999999999996,-35.99999999999996,3
145.64999999999975,-35.94999999999996,145.59999999999974,145.69999999999973,-35.99999999999996,-35.899999999999956,1
145.74999999999974,-38.65,145.69999999999973,145.79999999999973,-38.699999999999996,-38.599999999999994,2
145.84999999999974,-38.14999999999999,145.79999999999973,145.89999999999972,-38.19999999999999,-38.09999999999999,1
145.84999999999974,-36.64999999999997,145.79999999999973,145.89999999999972,-36.69999999999997,-36.599999999999966,1
145.84999999999974,-35.94999999999996,145.79999999999973,145.89999999999972,-35.99999999999996,-35.899999999999956,1
145.94999999999973,-36.74999999999997,145.89999999999972,145.99999999999972,-36.79999999999997,-36.69999999999997,2
145.94999999999973,-36.54999999999997,145.89999999999972,145.99999999999972,-36.599999999999966,-36.499999999999964,1
146.04999999999973,-36.04999999999996,145.99999999999972,146.0999999999997,-36.09999999999996,-35.99999999999996,1
146.14999999999972,-36.64999999999997,146.0999999999997,146.1999999999997,-36.69999999999997,-36.599999999999966,1
146.14999999999972,-36.54999999999997,146.0999999999997,146.1999999999997,-36.599999999999966,-36.499999999999964,1
146.14999999999972,-36.04999999999996,146.0999999999997,146.1999999999997,-36.09999999999996,-35.99999999999996,1
146.24999999999972,-36.64999999999997,146.1999999999997,146.2999999999997,-36.69999999999997,-36.599999999999966,1
146.3499999999997,-36.44999999999997,146.2999999999997,146.3999999999997,-36.499999999999964,-36.39999999999996,1
146.3499999999997,-36.349999999999966,146.2999999999997,146.3999999999997,-36.39999999999996,-36.29999999999996,1
146.3499999999997,-36.249999999999964,146.2999999999997,146.3999999999997,-36.29999999999996,-36.19999999999996,2
146.3499999999997,-36.14999999999996,146.2999999999997,146.3999999999997,-36.19999999999996,-36.09999999999996,1
146.4499999999997,-36.44999999999997,146.3999999999997,146.4999999999997,-36.499999999999964,-36.39999999999996,1
146.4499999999997,-36.249999999999964,146.3999999999997,146.4999999999997,-36.29999999999996,-36.19999999999996,1
146.4499999999997,-36.04999999999996,146.3999999999997,146.4999999999997,-36.09999999999996,-35.99999999999996,3
146.4499999999997,-35.94999999999996,146.3999999999997,146.4999999999997,-35.99999999999996,-35.899999999999956,1
146.5499999999997,-36.54999999999997,146.4999999999997,146.59999999999968,-36.599999999999966,-36.499999999999964,1
146.5499999999997,-35.94999999999996,146.4999999999997,146.59999999999968,-35.99999999999996,-35.899999999999956,1
146.6499999999997,-36.44999999999997,146.59999999999968,146.69999999999968,-36.499999999999964,-36.39999999999996,1
146.6499999999997,-36.14999999999996,146.59999999999968,146.69999999999968,-36.19999999999996,-36.09999999999996,1
146.7499999999997,-38.04999999999999,146.69999999999968,146.79999999999967,-38.09999999999999,-37.999999999999986,1
146.7499999999997,-37.94999999999999,146.69999999999968,146.79999999999967,-37.999999999999986,-37.899999999999984,2
146.7499999999997,-36.14999999999996,146.69999999999968,146.79999999999967,-36.19999999999996,-36.09999999999996,2
146.84999999999968,-38.65,146.79999999999967,146.89999999999966,-38.699999999999996,-38.599999999999994,1
146.84999999999968,-38.04999999999999,146.79999999999967,146.89999999999966,-38.09999999999999,-37.999999999999986,3
146.84999999999968,-36.44999999999997,146.79999999999967,146.89999999999966,-36.499999999999964,-36.39999999999996,1
147.04999999999967,-36.74999999999997,146.99999999999966,147.09999999999965,-36.79999999999997,-36.69999999999997,1
147.14999999999966,-38.14999999999999,147.09999999999965,147.19999999999965,-38.19999999999999,-38.09999999999999,3
147.14999999999966,-38.04999999999999,147.09999999999965,147.19999999999965,-38.09999999999999,-37.999999999999986,1
147.14999999999966,-36.249999999999964,147.09999999999965,147.19999999999965,-36.29999999999996,-36.19999999999996,1
147.24999999999966,-37.749999999999986,147.19999999999965,147.29999999999964,-37.79999999999998,-37.69999999999998,1
147.24999999999966,-36.44999999999997,147.19999999999965,147.29999999999964,-36.499999999999964,-36.39999999999996,1
147.34999999999965,-38.04999999999999,147.29999999999964,147.39999999999964,-38.09999999999999,-37.999999999999986,1
147.44999999999965,-35.94999999999996,147.39999999999964,147.49999999999963,-35.99999999999996,-35.899999999999956,1
147.74999999999963,-35.94999999999996,147.69999999999962,147.7999999999996,-35.99999999999996,-35.899999999999956,1
147.84999999999962,-36.04999999999996,147.7999999999996,147.8999999999996,-36.09999999999996,-35.99999999999996,1
147.94999999999962,-36.14999999999996,147.8999999999996,147.9999999999996,-36.19999999999996,-36.09999999999996,1
