Lon,Lat,Density,Intensity
145.22222222222223,-36.77777777777778,0.07428794832955017,0.05226429311030109
145.3080808080808,-36.77777777777778,0.0749126503538768,0.0527037938697132
144.96464646464648,-36.72222222222222,0.08030909347864451,0.05650038930097697
145.05050505050505,-36.72222222222222,0.10218460074763146,0.07189061005079504
145.13636363636363,-36.72222222222222,0.12245982846111923,0.08615497550876948
145.22222222222223,-36.72222222222222,0.1340552313126372,0.09431276620013915
145.3080808080808,-36.72222222222222,0.1318332189694935,0.09274949911566409
145.3939393939394,-36.72222222222222,0.11658952242758112,0.08202500016171896
145.47979797979798,-36.72222222222222,0.09461896750212274,0.06656790990360281
145.56565656565655,-36.72222222222222,0.07336481307059495,0.05161483363754166
144.7070707070707,-36.666666666666664,0.0734497023306754,0.05167455634183657
144.7929292929293,-36.666666666666664,0.09421002417263208,0.06628020329009951
144.87878787878788,-36.666666666666664,0.12384061560505567,0.08712640984820624
144.96464646464648,-36.666666666666664,0.16052285161210592,0.11293370669410803
145.05050505050505,-36.666666666666664,0.19923799294365316,0.14017122690913117
145.13636363636363,-36.666666666666664,0.2308457721729921,0.16240845751455285
145.22222222222223,-36.666666666666664,0.24420687295503501,0.17180848138452412
145.3080808080808,-36.666666666666664,0.232389920221065,0.16349482223460365
145.3939393939394,-36.666666666666664,0.19828777360285768,0.1395027127926004
145.47979797979798,-36.666666666666664,0.15355450855460548,0.1080312220752743
145.56565656565655,-36.666666666666664,0.11148040344976705,0.0784305477936535
145.65151515151516,-36.666666666666664,0.08049696531561627,0.05663256402077277
144.36363636363637,-36.611111111111114,0.07428403934191827,0.052261542994300414
144.44949494949495,-36.611111111111114,0.08184450315585799,0.05758060625700721
144.53535353535352,-36.611111111111114,0.09171456504478548,0.06452455637515206
144.62121212121212,-36.611111111111114,0.10834614635265034,0.07622548310563614
144.7070707070707,-36.611111111111114,0.13673660890099462,0.09619921356298225
144.7929292929293,-36.611111111111114,0.1803112106240181,0.12685554218460376
144.87878787878788,-36.611111111111114,0.23854024180908134,0.16782179878230347
144.96464646464648,-36.611111111111114,0.3053735644607575,0.21484148963588823
145.05050505050505,-36.611111111111114,0.36909718677218073,0.25967339237952014
145.13636363636363,-36.611111111111114,0.4138375044780173,0.29114984489982354
145.22222222222223,-36.611111111111114,0.42411218184851696,0.2983784568319149
145.3080808080808,-36.611111111111114,0.39278052050268314,0.27633548527282586
145.3939393939394,-36.611111111111114,0.32715103535982326,0.23016273820800798
145.47979797979798,-36.611111111111114,0.2463178121593412,0.17329360444677994
145.56565656565655,-36.611111111111114,0.17093026100648284,0.12025570046749443
145.65151515151516,-36.611111111111114,0.11413753995366649,0.08029994066553389
145.73737373737373,-36.611111111111114,0.07927503299104005,0.0557728898662343
144.1919191919192,-36.55555555555556,0.08082121200392679,0.0568606834444339
144.27777777777777,-36.55555555555556,0.09541141439211308,0.06712542532116518
144.36363636363637,-36.55555555555556,0.1106735559522596,0.07786290102115179
144.44949494949495,-36.55555555555556,0.1288357173059614,0.09064064688506428
144.53535353535352,-36.55555555555556,0.15353832778252424,0.10801983830934966
144.62121212121212,-36.55555555555556,0.18997585511574627,0.1336549736385697
144.7070707070707,-36.55555555555556,0.24447179878210676,0.17199486640914674
144.7929292929293,-36.55555555555556,0.3217443851431642,0.22635896171367265
144.87878787878788,-36.55555555555556,0.41968505848971766,0.2952638133660149
144.96464646464648,-36.55555555555556,0.5256603910988608,0.36982134215083823
145.05050505050505,-36.55555555555556,0.6182803652709191,0.43498288701573307
145.13636363636363,-36.55555555555556,0.67361211437669,0.4739107995317841
145.22222222222223,-36.55555555555556,0.6731518359198526,0.4735869767755843
145.3080808080808,-36.55555555555556,0.6121563290071231,0.43067440315655736
145.3939393939394,-36.55555555555556,0.5041585533757578,0.3546940116155383
145.47979797979798,-36.55555555555556,0.3760777432390587,0.2645844695792763
145.56565656565655,-36.55555555555556,0.2559340072990177,0.18005895000668673
145.65151515151516,-36.55555555555556,0.162293424706929,0.11417936972938986
145.73737373737373,-36.55555555555556,0.10105104953867378,0.07109311524884297
144.1060606060606,-36.5,0.08550411162244913,0.060155274879141934
144.1919191919192,-36.5,0.10742839841057274,0.07557981380765877
144.27777777777777,-36.5,0.1320776926296709,0.09292149529163303
144.36363636363637,-36.5,0.16216054651459982,0.11408588505323415
144.44949494949495,-36.5,0.20076632547448472,0.14124646483341796
144.53535353535352,-36.5,0.25074786106588076,0.17641030614268952
144.62121212121212,-36.5,0.3158812977180775,0.22223406492211376
144.7070707070707,-36.5,0.40257006876560314,0.2832227911055428
144.7929292929293,-36.5,0.5169523355795763,0.36369490608261235
144.87878787878788,-36.5,0.6557574780788851,0.4613494088105505
144.96464646464648,-36.5,0.7993141460749407,0.5623467837925641
145.05050505050505,-36.5,0.91579385526917,0.6442945263217283
145.13636363636363,-36.5,0.9738562114495123,0.6851435209476442
145.22222222222223,-36.5,0.9544801269220385,0.6715117356601908
145.3080808080808,-36.5,0.857810982222367,0.6035014509920379
145.3939393939394,-36.5,0.7039033657844096,0.49522180458509146
145.47979797979798,-36.5,0.5256711032379067,0.3698288785330849
145.56565656565655,-36.5,0.35668270538285846,0.2509393499307287
145.65151515151516,-36.5,0.22076986215003994,0.15531968569309285
145.73737373737373,-36.5,0.12758860234703376,0.08976325582472039
145.82323232323233,-36.5,0.07381855838539841,0.051934060088985885
144.02020202020202,-36.44444444444444,0.07674969003702943,0.05399621858481807
144.1060606060606,-36.44444444444444,0.10237199134778555,0.07202244620286
144.1919191919192,-36.44444444444444,0.13336794420406012,0.09382923454121844
144.27777777777777,-36.44444444444444,0.17355645160238048,0.12210332175942494
144.36363636363637,-36.44444444444444,0.22723060776587287,0.15986505691641775
144.44949494949495,-36.44444444444444,0.29637608470015975,0.20851143301114727
144.53535353535352,-36.44444444444444,0.37975700876206786,0.2671729676607166
144.62121212121212,-36.44444444444444,0.4766389562741271,0.33533296690319037
144.7070707070707,-36.44444444444444,0.5921670219734587,0.41661119337124053
144.7929292929293,-36.44444444444444,0.73465276413879,0.5168551327991038
144.87878787878788,-36.44444444444444,0.9015928504274262,0.63430359917676
144.96464646464648,-36.44444444444444,1.0683134023094,0.7515976150569185
145.05050505050505,-36.44444444444444,1.1945000612385277,0.8403745523284266
145.13636363636363,-36.44444444444444,1.243787199458143,0.8750498596481368
145.22222222222223,-36.44444444444444,1.19936141512033,0.8437946928748354
145.3080808080808,-36.44444444444444,1.0678955575748057,0.751303645978831
145.3939393939394,-36.44444444444444,0.8750105857845402,0.6156020021873227
145.47979797979798,-36.44444444444444,0.6563779255865635,0.46178591636164085
145.56565656565655,-36.44444444444444,0.44760421147925883,0.31490596028281553
145.65151515151516,-36.44444444444444,0.27575958099612713,0.1940069673915394
145.73737373737373,-36.44444444444444,0.1540151162512106,0.10835527646371208
145.82323232323233,-36.44444444444444,0.08074427612194399,0.056806556232994285
144.02020202020202,-36.388888888888886,0.08461257224923853,0.05952804426948572
144.1060606060606,-36.388888888888886,0.11358785827821492,0.07991321946984657
144.1919191919192,-36.388888888888886,0.15394124041983115,0.10830330210997366
144.27777777777777,-36.388888888888886,0.21252692736745787,0.14952047910234362
144.36363636363637,-36.388888888888886,0.29421508441286975,0.20699109014307748
144.44949494949495,-36.388888888888886,0.39726173217311384,0.27948818184742663
144.53535353535352,-36.388888888888886,0.5132640703817043,0.36110007640021247
144.62121212121212,-36.388888888888886,0.6350715623248775,0.4467961092709481
144.7070707070707,-36.388888888888886,0.7664496754642187,0.539225424762779
144.7929292929293,-36.388888888888886,0.9190326209642238,0.6465731166369564
144.87878787878788,-36.388888888888886,1.0930383066517455,0.768992491032494
144.96464646464648,-36.388888888888886,1.2615565846643024,0.8875512731033142
145.05050505050505,-36.388888888888886,1.379196630925422,0.9703153552667576
145.13636363636363,-36.388888888888886,1.4080241098572215,0.9905965427594977
145.22222222222223,-36.388888888888886,1.336176398407959,0.9400490456899778
145.3080808080808,-36.388888888888886,1.1779818518903886,0.8287533869248715
145.3939393939394,-36.388888888888886,0.9633388205926648,0.6777441511863551
